gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160191	76937.215551331	3.0724004027433476	0.15493594310413264	19.830133287266875	1.6360567611021802e-87	3.746569982923993e-85
ENSG00000154734	22865.345157232747	3.442380449284378	0.17910395236064783	19.220013874136747	2.5170272420070465e-82	2.881996192098068e-80
ENSG00000154723	7344.00484303375	2.582712489277701	0.16364394786770312	15.78251150091831	4.105229396691009e-56	3.1336584394741364e-54
ENSG00000180509	30232.007358539187	2.9442235342789433	0.19976446237219897	14.738474998587577	3.64932560972813e-49	2.0892389115693546e-47
ENSG00000183145	9995.081648640027	2.8915763765588753	0.24862952421073822	11.630060370899383	2.8989247998716284e-31	1.3277075583412058e-29
ENSG00000276289	11796.068500438058	2.8603167083666907	0.46501514043260983	6.1510184500782055	7.69869616089126e-10	2.9383357014068304e-8
ENSG00000277277	724.5097326891419	0.9287177686956197	0.2639870711600171	3.5180426246430563	4.347425259491271e-4	0.014222291206050015
ENSG00000185437	2257.160808431083	0.5161907186929773	0.19107196897373183	2.701551260844243	0.006901684056319553	0.1975607061121472
ENSG00000160188	1876.1405815491678	-0.5369645580027503	0.21907177772030417	-2.451089609033574	0.014242449208720923	0.3471770264260341
ENSG00000154719	1373.402779360843	-0.5880835259998041	0.24215712027156197	-2.4285204801754756	0.01516056883956481	0.3471770264260341
ENSG00000157557	3474.1423738266253	-0.49029503368167926	0.20998701714954832	-2.3348826053017433	0.019549554294926087	0.37937445358010846
ENSG00000160207	885.4257780556438	0.63359429279573	0.2744388814421743	2.308689969388436	0.020960791354719982	0.37937445358010846
ENSG00000177692	2181.3336487265606	0.45996770670795323	0.20012136020213583	2.298443835497397	0.02153654103293192	0.37937445358010846
ENSG00000205929	1354.6095113339857	0.4734206463649384	0.23696927000348186	1.9978145113836165	0.045736773506201	0.7074838219811672
ENSG00000186930	103.42314336989571	-1.1266060692233244	0.5654894082334765	-1.9922673224644676	0.04634173506426859	0.7074838219811672
ENSG00000184012	5524.82633777833	-0.39731723659279256	0.20899103703075722	-1.9011209391449613	0.05728617352947613	0.8053526569501046
ENSG00000183036	968.6122692730064	-0.5296289012613986	0.28136303404333535	-1.8823684605982232	0.059786005101099465	0.8053526569501046
ENSG00000141959	16737.848315081963	2.044679390113718	1.1085480869674296	1.8444661211830617	0.06511523878795783	0.8284105379134634
ENSG00000166265	1222.5658594031104	0.5315494260067798	0.3012854025555319	1.764272087190837	0.07768618106476935	0.8629248274239687
ENSG00000187175	207.7187196099282	0.77914879102205	0.44284629452463975	1.7594113367447373	0.0785076677483517	0.8629248274239687
ENSG00000159128	2810.138699517623	0.3468436475880221	0.19754843164141517	1.7557398188693483	0.07913284443625913	0.8629248274239687
ENSG00000244624	102.06666193611404	0.9877439088699247	0.5759824969060805	1.7148852858821957	0.08636626087506497	0.8969677525128757
ENSG00000274391	3083.236785163138	0.28866989739163257	0.172634470071977	1.6721451820790865	0.09449569697338361	0.8969677525128757
ENSG00000154721	3847.669210148259	-0.3238698747630963	0.19647828202214018	-1.6483749319764562	0.09927575684571133	0.8969677525128757
ENSG00000197683	369.26928854060753	-0.6840011289568518	0.42208778342758296	-1.6205186594181658	0.10512090936227823	0.8969677525128757
ENSG00000154727	3764.9208977428825	0.274620786262711	0.16990234014459457	1.6163449310291802	0.10601975750141544	0.8969677525128757
ENSG00000184221	1250.3512373371004	-0.4601917636077791	0.2848981897089447	-1.6152849692653939	0.10624899712800154	0.8969677525128757
ENSG00000142173	5506.627629276255	-0.3127142981437324	0.19548736248446721	-1.5996650329178168	0.10967291297100663	0.8969677525128757
ENSG00000212938	216.08628988836603	-0.7131020863435954	0.4508447491632273	-1.5817020995966362	0.11371759318924934	0.8979768565633827
ENSG00000156239	3663.6490315052943	-0.36505540762359734	0.2381726476593363	-1.532734389155149	0.1253413123383042	0.9567720175157222
ENSG00000160182	178.72378143769177	-0.6949313298780407	0.47564121562960004	-1.4610410263924862	0.14400418281291394	0.9571517585793357
ENSG00000186925	146.3916202356596	0.6779671098044775	0.4730972855816268	1.433039525836601	0.15184654198154088	0.9571517585793357
ENSG00000154654	5151.796293866619	0.3269413947040877	0.22877931579891675	1.4290688542466379	0.15298444434449418	0.9571517585793357
ENSG00000166351	1223.7889626363178	0.3480935783021369	0.24981804082680728	1.3933884724660923	0.16350234970686375	0.9571517585793357
ENSG00000159200	9649.816865056804	-0.23422663490636994	0.17592173052283017	-1.3314252549145615	0.18304912407719992	0.9571517585793357
ENSG00000182591	328.51331775650203	-0.5005130651708972	0.3773734749924066	-1.326306956738198	0.18473804347714623	0.9571517585793357
ENSG00000159263	4523.463374530326	-0.2533920844354447	0.19133487040863045	-1.3243382342919499	0.18539073778543744	0.9571517585793357
ENSG00000154640	1588.9846377672884	-0.2442770362859176	0.18787554919848717	-1.3002066385330604	0.19353015597448153	0.9571517585793357
ENSG00000160181	720.316244377445	0.3390676082456909	0.2627836035728532	1.290292102078161	0.19694925805224567	0.9571517585793357
ENSG00000232263	142.44100733496848	-0.6708730414489894	0.526047362665926	-1.2753092003904543	0.20219982254773353	0.9571517585793357
ENSG00000206104	85.50987188496443	0.7903389885893415	0.6250539100482454	1.2644333166851773	0.2060745409652095	0.9571517585793357
ENSG00000183527	1893.4652120334351	0.2411322763685836	0.19094126533256098	1.2628609952312053	0.2066391395903961	0.9571517585793357
ENSG00000160179	8719.34064500158	0.206072043477962	0.16416910370828247	1.255242544566353	0.2093907254100429	0.9571517585793357
ENSG00000157617	9315.539236638866	-0.24776506385525016	0.19752006340383113	-1.254379223991503	0.20970420039851298	0.9571517585793357
ENSG00000183255	3872.4197292751987	-0.2149307485113679	0.1728978642926413	-1.2431081748215413	0.21382797377581578	0.9571517585793357
ENSG00000186980	69.78076799746299	-0.8678309458079142	0.6981746736658276	-1.242999751410763	0.21386792507141847	0.9571517585793357
ENSG00000221859	310.9919712125408	0.5525443217235911	0.4453097268130316	1.2408090110180396	0.2146763116268523	0.9571517585793357
ENSG00000157538	7108.605836675047	0.217344774512357	0.17545904366675824	1.23872084316811	0.21544889701800127	0.9571517585793357
ENSG00000241837	2876.6881844162285	0.25731972877675074	0.20872701225645085	1.2328051170521084	0.21764848176847662	0.9571517585793357
ENSG00000183570	7225.420047632567	-0.1911970951818554	0.15764910859844294	-1.2128016255953877	0.22520567376920833	0.9571517585793357
ENSG00000275895	7278.007497893513	0.21606421398787298	0.1796887020527518	1.2024362774040311	0.2291945409320245	0.9571517585793357
ENSG00000159197	257.1565873278109	0.5182061653835571	0.4316748560187295	1.2004548288100274	0.22996274582145904	0.9571517585793357
ENSG00000186967	111.3324104335187	-0.6695233041765335	0.5577574459919509	-1.2003843408774422	0.22999010758599017	0.9571517585793357
ENSG00000154736	3219.2264023125585	0.6851980603063251	0.5713163088743379	1.1993322257093761	0.2303987892724403	0.9571517585793357
ENSG00000142197	3518.6131791714333	-0.228484200445661	0.19054066557830948	-1.1991361516041166	0.23047500897585535	0.9571517585793357
ENSG00000198743	3926.856571960406	0.3266961938817592	0.27634649194418215	1.1821977242531703	0.2371272554310422	0.9571517585793357
ENSG00000272804	536.6998336341851	0.42803096704884647	0.3707551395378125	1.1544842441899381	0.2483016944487798	0.9571517585793357
ENSG00000183640	166.84651400030145	-0.6043636803436416	0.5291809841852062	-1.142073691998204	0.2534233897166254	0.9571517585793357
ENSG00000156304	5366.2492878100065	-0.18438810367346053	0.16521331379994958	-1.116060803045988	0.26439610885175924	0.9571517585793357
ENSG00000160193	3250.3243244695695	-0.20350070169790394	0.18361888034273033	-1.1082776527014193	0.2677419235952526	0.9571517585793357
ENSG00000160209	13934.922287028992	-0.16369131998095005	0.14794715041863277	-1.1064175248916077	0.26854584364052997	0.9571517585793357
ENSG00000231068	88.37880071129132	-0.6949488189121973	0.6307296407995986	-1.101817282649323	0.2705411152443611	0.9571517585793357
ENSG00000160199	5548.237500030291	-0.18657139173485152	0.17195340974014264	-1.0850112947268664	0.2779166528268497	0.9571517585793357
ENSG00000160183	6170.946293212136	0.19757173878515893	0.18228950649787926	1.0838349534258982	0.27843798437582506	0.9571517585793357
ENSG00000159082	14600.309553642459	0.1701786551164851	0.15804863007369616	1.0767486882811503	0.28159255442781167	0.9571517585793357
ENSG00000244362	120.82903899431014	0.5658411609007749	0.5376956124461731	1.0523447612424386	0.29264140224552426	0.9571517585793357
ENSG00000159079	3242.6314161516366	-0.20972364658570258	0.1993945190103511	-1.0518024649153734	0.29289018792129434	0.9571517585793357
ENSG00000156273	5822.447298387181	0.21316391747248337	0.20397138652944846	1.045067747488728	0.29599165919066506	0.9571517585793357
ENSG00000249209	326.45277864652627	-0.4044776809113199	0.3941664926415283	-1.0261594743903537	0.30481642008154036	0.9571517585793357
ENSG00000187766	306.2550148821128	0.49164609590831504	0.48074845775783	1.0226680667917496	0.3064648147136511	0.9571517585793357
ENSG00000274749	204.44311468687783	0.44250587155933174	0.43276679092301934	1.0225042236155426	0.30654231465370935	0.9571517585793357
ENSG00000215455	429.4627751709576	0.4324511684435177	0.44283179155638747	0.9765585413902065	0.32878775246906833	0.9571517585793357
ENSG00000198390	213.1586575482047	0.44090094723025197	0.45481073887481716	0.9694163078053578	0.3323375189606429	0.9571517585793357
ENSG00000160298	6777.30752418733	-0.19381695507295987	0.2006798400618281	-0.9658018215145387	0.33414335687450986	0.9571517585793357
ENSG00000221837	684.2996294050306	0.2944032888571876	0.30686226840965414	0.9593987895056746	0.33735788468920636	0.9571517585793357
ENSG00000159110	5273.282343931518	0.1606056979575391	0.17067739977438504	0.9409898332751757	0.3467100692500455	0.9571517585793357
ENSG00000159147	6309.853915814881	-0.15286884297018122	0.16528875468486906	-0.9248593061375107	0.3550390966236652	0.9571517585793357
ENSG00000222018	245.74519724269456	-0.3790910475079561	0.4106858728155091	-0.9230681467298821	0.3559716930447826	0.9571517585793357
ENSG00000156282	393.05315469636486	0.3404669867654029	0.38597693108786146	0.8820915431546893	0.37772730508650126	0.9571517585793357
ENSG00000160213	3872.0399519539114	0.1838688971712385	0.20941887535730389	0.8779958198969753	0.37994598718537215	0.9571517585793357
ENSG00000160307	954.3633415683453	0.22493972605009355	0.25677171365682416	0.876030006758166	0.3810137213029199	0.9571517585793357
ENSG00000160233	1936.6179130412002	-0.27532514924974455	0.3142945782822153	-0.8760098591408764	0.38102467403815937	0.9571517585793357
ENSG00000154639	3235.146194136952	-0.1573058217014979	0.17974671469605513	-0.8751526945429633	0.3814908286280608	0.9571517585793357
ENSG00000188694	709.7185846700385	-0.3598694022845177	0.41216662923818964	-0.8731162999529262	0.38259969026121893	0.9571517585793357
ENSG00000157578	7965.836122888462	0.12619117392861584	0.14532933772567466	0.8683117662506366	0.3852236825817687	0.9571517585793357
ENSG00000160310	9500.965576463712	-0.1461205359307529	0.1719372569631721	-0.8498480114874172	0.3954095927223749	0.9571517585793357
ENSG00000189169	484.2294196679067	-0.29827229951991574	0.35451853649847176	-0.841344721959839	0.40015484345918484	0.9571517585793357
ENSG00000183421	2100.5224349075434	-0.23851899081796435	0.28497306305869974	-0.83698784810701	0.4025993986501398	0.9571517585793357
ENSG00000154646	1982.7641121548838	0.17136199958010476	0.2088203295929942	0.8206193329648582	0.41186313200554386	0.9571517585793357
ENSG00000185808	5695.795158648334	0.133895341910589	0.1655700484416171	0.8086930164654922	0.41869174611998844	0.9571517585793357
ENSG00000142188	3698.3579945414385	0.1419273863341779	0.17796610357534695	0.7974967338321758	0.42516259899092573	0.9571517585793357
ENSG00000184900	2709.1263661920543	-0.1737299192193572	0.21994436025450315	-0.7898812182241453	0.4295971410369222	0.9571517585793357
ENSG00000175894	4292.617192350397	0.16536806515335792	0.20959518703893254	0.7889878937088408	0.4301190823161266	0.9571517585793357
ENSG00000173638	6804.368053353177	0.12141435268838933	0.1557053140303923	0.7797701282352529	0.4355261921342189	0.9571517585793357
ENSG00000160201	6879.934537965627	-0.1485746278828989	0.19199689229305134	-0.7738387122231356	0.4390261764411555	0.9571517585793357
ENSG00000241945	3578.554800622119	0.13975806253461853	0.18095524788771924	0.7723349511329833	0.43991606979379283	0.9571517585793357
ENSG00000160294	10337.930746572776	0.12740616389913642	0.1662017262804432	0.7665754547227479	0.4433339737024367	0.9571517585793357
ENSG00000205758	7743.755832583197	-0.11910464965626683	0.15654817738780757	-0.7608178622304614	0.446765863929037	0.9571517585793357
ENSG00000278961	1567.9849374284106	-0.19516250155705567	0.25736890992102435	-0.7582986679196908	0.44827220456381733	0.9571517585793357
ENSG00000160221	5567.513167595102	-0.13380959395331665	0.17688236670695662	-0.7564891653389102	0.4493559660059609	0.9571517585793357
ENSG00000154645	5265.502086889303	-0.12048861176479325	0.16060552109452456	-0.7502146311264078	0.45312544822590173	0.9571517585793357
ENSG00000157601	8439.440510089447	0.12102072955505461	0.1634467604087623	0.7404290501224687	0.4590396972428356	0.9571517585793357
ENSG00000276076	1018.3299668136185	0.1815626353823364	0.25100738766774316	0.7233358231777213	0.4694735891380496	0.9571517585793357
ENSG00000141956	21322.037615173693	0.10463289083773816	0.14595080912866992	0.7169051782747845	0.4734326066016055	0.9571517585793357
ENSG00000183778	8424.605456749778	-0.1381127573491236	0.19627356723611133	-0.7036747703422438	0.48163533574505546	0.9571517585793357
ENSG00000170262	1249.9679912735453	0.1770284746813001	0.2546845063823994	0.695089297719188	0.4869993413407671	0.9571517585793357
